image_path,raw_label,clean_label,class_name,usable_for_training,split,quality_pass,class_index
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\94a0756a4379.jpg,Paolo Monti - Servizio fotografico - BEIC 6355541,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\18629af72a2a.jpg,Paolo Monti - Servizio fotografico - BEIC 6355542,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8226cf4f5c25.jpg,Paolo Monti - Servizio fotografico - BEIC 6355550,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\71628f7ed814.jpg,Paolo Monti - Servizio fotografico - BEIC 6356076,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ecce498d08b8.jpg,Paolo Monti - Servizio fotografico - BEIC 6356125,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8f8499244ba6.jpg,Paolo Monti - Servizio fotografico - BEIC 6356130,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\693dbef67f63.jpg,Paralen,paralen,paralen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7bfd4c66ad86.jpg,Pedialyte nutrition fact2,pedialyte nutrition fact2,pedialyte nutrition fact2,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ec993d7941a7.jpg,Pentothal vintage package - truth serum,pentothal vintage package truth serum,pentothal vintage package truth serum,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f86f282f029d.jpg,PEPTODISMOL,peptodismol,peptodismol,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ed4d6148c2f0.jpg,Pervitin (Werbeanzeige auf rumänisch),pervitin werbeanzeige auf rumanisch,pervitin werbeanzeige auf rumanisch,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5d8aaa65edb2.jpg,Pfizer Trosyd Dermal Cream tube package and product description 20090324,pfizer trosyd dermal cream tube package and product,pfizer trosyd dermal cream tube package and product,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\af5f862a3b1f.jpg,"Pharmacy,glass",pharmacy glass,pharmacy glass,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6172137df875.png,Pharmaton Ailesi,pharmaton ailesi,pharmaton ailesi,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7053ffb318ff.jpg,Pharmazeutische Flaschen aus Behälterglas,pharmazeutische flaschen aus behalterglas,pharmazeutische flaschen aus behalterglas,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6a837dfeb557.jpg,Phenergan 25mg tablets (UK),phenergan 25mg tablets uk,phenergan 25mg tablets uk,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2e7facb3f4bb.jpg,PhenlzineSulfate15mgERFAmanufacturer (Israel),phenlzinesulfate15mgerfamanufacturer israel,phenlzinesulfate15mgerfamanufacturer israel,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4092adc41097.jpg,Picamilon,picamilon,picamilon,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f3daa90ad6c1.png,Pilulier Medipac ouvert,pilulier medipac ouvert,pilulier medipac ouvert,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\03da6c8ec104.png,Pilulier Medipac,pilulier medipac,pilulier medipac,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c5382469465b.jpg,Pinaquine Quetiapine200mg,pinaquine quetiapine200mg,pinaquine quetiapine200mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\67cef5fa1887.jpg,Pinxav,pinxav,pinxav,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d3d3cac80d0f.jpg,Plan b one step,plan one step,plan one step,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\77e25bcb9e4f.jpg,Plastibase Japan,plastibase japan,plastibase japan,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7f261c9aaabd.jpg,Plavix 2007-04-19,plavix,plavix,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\16d1f67b13d6.jpg,Plendil ER 10 mg tbl,plendil er mg tbl,plendil er mg tbl,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\475d6db1a044.jpg,Po Chai Pills,po chai pills,po chai pills,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\895002767695.jpg,Podophyllin Cream,podophyllin cream,podophyllin cream,False,excluded,True,
